smiles,best_name,monomer_type,has_fluorine,n_f_atoms,has_cf3,n_aldehyde,n_amine,n_papers,source,commercial_id,cas,formula,is_aldehyde,is_amine,is_2d,audit_flag
O=Cc1cncc(-c2ccc([N+](=O)[O-])cc2C=O)c1,"4,4'-dinitro-[1,1'-biphenyl]-4,4'-dicarbaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1ccc(N=Nc2ccc(N)cc2)cc1,"4,4-azodiaminobenzene",amine,False,0,False,0,2,4,llm,,,,False,True,True,
COc1ccc(N)cc1OC,"2,5-dimethoxybenzene-1,4-diamine",amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
CCCCCCC1(c2ccc(N)cc2)CCCCCCc2ccc(N)cc21,"9,9-dihexylfluorene-2,7-diamine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
NC1CCCCC1N,"(1R,2R)-1,2-diaminocyclohexane",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)Cl)c1,"1,3,5-benzenetricarbonyl chloride",other,False,0,False,0,0,2,llm,,,,False,False,False,review
O=Cc1ccc(Oc2nc(C=O)nc(C=O)n2)cc1,"2,4,6-tris(4-formylphenoxy)-1,3,5-triazine",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
Cc1ccc(N)c(-c2ccc(C)c(N)c2)c1,"2,2'-dimethyl-[1,1'-biphenyl]-4,4'-diamine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=Cc1cc(C=O)c(O)c(C=O)c1O,"2,4-dihydroxybenzene-1,3,5-tricarbaldehyde",aldehyde,False,0,False,3,0,3,llm,,,,True,False,True,
O=Cc1cc(Sc2ccccc2)c(C=O)c(C=O)c1O,"2,4,6-triformyl-4-thiophenylphloroglucinol",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
N#Cc1ccc(-c2ccc(C#N)cc2)cc1,"4,4'-dicyanobiphenyl",other,False,0,False,0,0,2,llm,,,,False,False,False,review
N#Cc1cccc(C#N)c1,"2,6-dicyanopyridine",other,False,0,False,0,0,1,llm,,,,False,False,False,review
N#Cc1ccc(-c2cc(-c3ccc(C#N)cc3)cc(-c3ccc(C#N)cc3)c2)cc1,"1,3,5-tris(4-cyanophenyl)benzene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=C=Nc1cccc2ccccc12,(S)- or (R)-naphthyl isocyanate,other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=C(O)c1cccc2c(=O)oc(=O)c(=O)oc(=O)c12,pyromellitic dianhydride,other,False,0,False,0,0,1,llm,,,,False,False,False,review
c1ccc(N(c2ccccc2)c2ccccc2)cc1,triphenylamine,amine,False,0,False,0,0,1,llm,,,,False,False,False,review
Clc1ncnc(Cl)n1,"2,4,6-trichloro-1,3,5-triazine",other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc(/N=N/c2ccc(N)cc2)cc1,"4,4'-diaminoazobenzene",amine,False,0,False,0,2,3,llm,,,,False,True,True,
Nc1ccc(C2=CC3=Nc4ccc(N)cc4C=c4c(c5cc(N)ccc5n43)=C2)cc1,"5,10,15,20-tetrakis(4-aminophenyl)-21H,23H-porphyrin",amine,False,0,False,0,3,1,llm,,,,False,True,True,
O=Cc1cc(O)c(C=O)cc1O,"2,5-dihydroxy-1,4-benzenedicarboxaldehyde",aldehyde,False,0,False,2,0,13,llm,,,,True,False,True,
COc1cc(C=O)cc(C=O)c1OC,"2,5-dimethoxybenzene-1,4-dicarboxaldehyde",aldehyde,False,0,False,2,0,2,llm,,,,True,False,True,
CC(C)(COc1ccc(N)cc1)COc1ccc(N)cc1,pentaerythritol tetrakis(4-aminophenyl),amine,False,0,False,0,2,1,llm,,,,False,True,True,
NCC(O)(CO)CO,tris(hydroxymethyl)aminomethane,amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
Nc1ccc(Nc2ccc(-c3ccc(N)cc3)c(-c3ccccc3)c2)cc1,"5'-(4-aminophenyl)-[1,1':3',1''-terphenyl]-4,4''-diamine",amine,False,0,False,0,4,1,llm,,,,False,True,True,fixed
Nc1ccc(N)c(N)c1,"2-nitro-1,4-benzenediamine",amine,False,0,False,0,3,1,llm,,,,False,True,True,
C#Cc1ccc(C#Cc2ccc(C(=O)c3ccc(C#Cc4ccc(C(=O)c5ccc(C#C)cc5)cc4)cc3)cc2)cc1,"1,3,5-tris(4-ethynylphenyl)benzene-1',3''-trione",other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc(-c2ccc(-c3ccc(-c4nc(-c5ccc(N)cc5)nc(-c5ccc(-c6ccc(-c7ccc(N)cc7)cc6)cc5)n4)cc3)cc2)cc1,"1,3,5-tris(4'-(4-aminophenyl)biphenyl-4-yl)-1,3,5-triazine",amine,False,0,False,0,3,1,llm,,,,False,True,True,
O=C1COC(=O)CO1,diglycolic anhydride,other,False,0,False,0,0,1,llm,,,,False,False,False,review
COCC(=O)C(C)(CO)COC,"1,1,3-trimethoxypropane",aldehyde,False,0,False,0,0,1,llm,,,,False,False,False,review
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,"N1,N1'-(1,4-phenylene)bis(N1-(4-aminophenyl)phenyl-1,4-diamine)",amine,False,0,False,0,4,1,llm,,,,False,True,False,fixed
C=Cc1ccc(C=O)cc1C=C,"2,5-divinylterephthalaldehyde",aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
COc1cc(-c2cc(C(=O)NN)cc(-c3cccc(C(=O)NN)c3)c2)ccc1C(=O)NN,"1,3,5-tris(3'-methoxy-4'-hydrazinecarbonylphenyl)benzene",aldehyde-amine,False,0,False,0,0,1,llm,,,,False,False,True,fixed
Nc1cccc(Nc2ccc(-c3nc(-c4ccc(Nc5ccccc5)cc4)nc(-c4ccc(Nc5ccccc5)cc4)n3)cc2)c1,"4,4',4''-(1,3,5-triazine-2,4,6-triyl)trianiline",amine,False,0,False,0,7,1,llm,,,,False,True,False,fixed
O=C1C=CC(=O)C2=C1Cc1ccccc12,ace-naphthenequinone,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Clc1nc(Cl)nc(Cl)n1,"2,4,6-trichloro-1,3,5-triazine",other,False,0,False,0,0,4,llm,,,,False,False,False,review
Nc1ccc(C2=NC(Nc3ccccc3)=C3C=CC(=N3)C(c3ccc(N)cc3)=C2c2ccc(N)cc2)cc1,"5,10,15,20-tetrakis(4-aminophenyl)-21H,23H-porphine",amine,False,0,False,0,5,1,llm,,,,False,True,True,fixed
Nc1ccc(C2=c3nc(-c4ccc(N)cc4)c4ccc(N)cc4c3=N2)cc1,4-aminophenyl锌卟啉 (ZnTPP-NH2),amine,False,0,False,0,3,1,llm,,,,False,True,True,
CNCCCN,N-propylethylenediamine,amine,False,0,False,0,3,1,llm,,,,False,True,False,fixed
OB(O)c1ccc(C(c2ccc(B(O)O)cc2)(c2ccc(B(O)O)cc2)c2ccc(B(O)O)cc2)cc1,tetrakis(4-boronic acid phenyl)methane,other,False,0,False,0,0,1,llm,,,,False,False,False,review
OB(O)c1ccc([Si](c2ccc(B(O)O)cc2)(c2ccc(B(O)O)cc2)c2ccc(B(O)O)cc2)cc1,tetrakis(4-boronic acid phenyl)silane,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1nc(N)nc(F)n1,"2,4-diamino-6-fluoro-s-triazine",amine,True,1,False,0,2,1,llm,,,,False,True,True,
CC(C)Nc1nc(N)nc(N)n1,"2,4-diamino-6-isopropyl-s-triazine",amine,False,0,False,0,4,1,llm,,,,False,True,True,fixed
CC(C)Nc1nc(N)nc(F)n1,4-isopropyl-2-amino-6-fluoro-s-triazine,amine,True,1,False,0,3,1,llm,,,,False,True,False,fixed
NC1CCCC1[N]([Ni][c]1ccc(C=O)cc1O)c1ccc(C=O)cc1O,"(1R,2R)-N,N'-bis(3-formyl-4-hydroxybenzylidene)-1,2-diaminocyclohexane nickel(II)",aldehyde-amine,False,0,False,2,1,1,llm,,,,True,True,True,fixed
CC(C)(C)OC(=O)Nc1ccc(O)c(C=O)c1,tert-butyl (3-formyl-4-hydroxyphenyl)carbamate,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
N=c1nc(N)nc(N)nc1N,melamine,amine,False,0,False,0,3,2,llm,,,,False,True,True,
O=Cc1ccccc1,benzaldehyde,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
C1=CCC(C(c2ccccc2)N(c2ccccc2)c2ccccc2)=C1,triphenylamine,amine,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccccc1,aniline,amine,False,0,False,0,1,4,llm,,,,False,True,False,fixed
NNC(=O)N(N)C=O,oxalic dihydrazide,other,False,0,False,1,0,1,llm,,,,True,False,False,fixed
Oc1ccc2c3ccc4c5ccc6c7c(O)c8c7c6c6c8c1c2c3c4c56,"2,3,10,11,18,19-hexahydroxy-hexabenzocoronene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc(-c2nc(-c3ccc(N)cc3)n(-c3ccc(N)cc3)n2)cc1,"4,4',4'-(1,3,5-triazine-2,4,6-triyl)trianiline",amine,False,0,False,0,3,1,llm,,,,False,True,True,
OB(O)c1ccc2sc(-c3ccc(O)cc3)nc2c1,"1,4-benzothiadiazole-2,5-diboronic acid",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=C(c1ccccc1)c1ccccc1,benzophenone,other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=CC1=Cc2ccc(C=O)cc2SC1c1cc(C=O)c(C=O)cc1C=O,"4,4',4'',4'''-(thianthrene-2,3,7,8-tetrayl)tetrabenzaldehyde",aldehyde,False,0,False,5,0,1,llm,,,,True,False,True,
NCCCN,"1,3-diaminopropane",amine,False,0,False,0,2,1,llm,,,,False,True,True,
NCCCCN,"1,4-diaminobutane",amine,False,0,False,0,2,1,llm,,,,False,True,True,
NCCCCCN,"1,5-diaminopentane",amine,False,0,False,0,2,1,llm,,,,False,True,True,
NCCCCCCN,"1,6-diaminohexane",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=Cc1cc(F)ccc1F,"2,4-difluorobenzaldehyde",aldehyde,True,2,False,1,0,1,llm,,,,True,False,False,fixed
O=Cc1cc(F)c(F)c(F)c1F,"2,3,4,5-tetrafluorobenzaldehyde",aldehyde,True,4,False,1,0,1,llm,,,,True,False,False,fixed
OC1=C2C(=C(O)c3c(O)cccc32)c2cc(O)ccc21,"2,3,6,7,10,11-hexahydroxytriphenylene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
CC1(C)CB(OB2CC(C)(C)O2)O1,bis(pinacolato)diboron,other,False,0,False,0,0,1,llm,,,,False,False,False,review
N#Cc1ccc(C#N)c(C#N)c1,"1,2,4,5-tetracyanobenzene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc(-c2ccc(O)c(N)c2)c(O)c1,"3,3'-dihydroxybenzidine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=C(O)c1ccc(-c2nc(-c3ccc(C(=O)O)cc3)nc(-c3ccc(C(=O)O)cc3)n2)cc1,"4,4',4''-(1,3,5-triazine-2,4,6-triyl)tribenzoic acid",other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1cncc(-c2cncc(N)c2)c1,"2,2'-bipyridine-5,5'-diamine",amine,False,0,False,0,2,2,llm,,,,False,True,True,
O=C1OC(=O)c2ccc(cc2)C(=O)O1,pyromellitic dianhydride,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc2[nH]c(N)nc2c1,"2,6-diaminobenzimidazole",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1ccc2c(c1)Cc1ccc(N)cc1C2,"1,2,4,5,8,9-hexahydrotriphenylene-3,6,10-triamine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=Cc1ccccc1[N+](=O)[O-],2-nitrobenzaldehyde,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
Nc1ccccc1C=O,2-aminobenzaldehyde,aldehyde-amine,False,0,False,1,1,1,llm,,,,True,True,False,fixed
O=Cc1ccccc1C(=O)O,2-formylbenzoic acid,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
O=Cc1ccc(C(=O)O)cc1,4-carboxybenzaldehyde,aldehyde,False,0,False,1,0,2,llm,,,,True,False,False,fixed
O=Cc1ccc([N+](=O)[O-])cc1,4-nitrobenzaldehyde,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
Nc1ccc(-c2ccc(-c3nc(-c4ccc(N)cc4)nc(-c4ccc(N)cc4)n3)cc2)cc1,"1,3,5-tris(4-aminophenyl)triazine",amine,False,0,False,0,3,1,llm,,,,False,True,True,
Nc1ccccc1S,2-aminobenzenethiol,amine,False,0,False,0,1,2,llm,,,,False,True,False,fixed
Nc1ccc(F)cc1N,"2,5-difluoro-1,4-benzenediamine",amine,True,1,False,0,2,1,llm,,,,False,True,True,
O=Cc1ccc(C(=O)c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1,"1,3,5-tris(4-formylphenyl)triazine",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
O=Cc1ccc(F)cc1C=O,"2,5-difluorobenzene-1,4-dicarboxaldehyde",aldehyde,True,1,False,2,0,1,llm,,,,True,False,True,
O=Cc1cc(C=O)c(C(=O)C(F)(F)F)cc1C=O,"2,2,2-trifluoro-1-(2,4,6-triformylphenyl)ethanone",aldehyde,True,3,True,3,0,1,llm,,,,True,False,True,
Nc1ccc(-c2cccc(-c3nc(-c4ccc(N)cc4)nc(-c4ccc(N)cc4)n3)c2)cc1,"1,3,5-tris(4-aminophenyl)triazine",amine,False,0,False,0,3,1,llm,,,,False,True,True,
CC[N+]1=C(c2c3cccc2[N+](CC)=C(c2ccccc2)c2ccccc2-3)CC(C(=N)N)=C1,Ethidium bromide,other,False,0,False,0,1,1,llm,,,,False,True,False,fixed
O=Cc1ccc(Br)cc1C=O,"2,5-bis(4-bromobutoxy)terephthalaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
N#CCc1ccc(C#N)cc1,"2,2'-(1,4-phenylene)diacetonitrile",other,False,0,False,0,0,1,llm,,,,False,False,False,review
N#CCc1ccc(-c2ccc(C#N)cc2)cc1,"2,2'-(biphenyl-4,4'-diyl)diacetonitrile",other,False,0,False,0,0,1,llm,,,,False,False,False,review
COc1cc(N)c(N)cc1OC,"2,5-dimethoxy-1,4-phenylenediamine",other,False,0,False,0,2,1,llm,,,,False,True,False,fixed
O=Cc1ccc(OP(=O)(Oc2ccc(C=O)cc2)Oc2ccc(C=O)cc2)cc1,tris(4-formylphenyl) phosphate,aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
Nc1cccc(N)n1,"2,6-diaminopyridine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=Cc1c(F)ccc(F)c1C=O,"2,3,5,6-tetrafluoroterephthalaldehyde",aldehyde,True,2,False,2,0,1,llm,,,,True,False,True,
Cl.N=C(N)NN,aminoguanidine hydrochloride,amine,False,0,False,0,1,1,llm,,,,False,True,True,fixed
Nc1ccc(-c2ccc(-c3cc(-c4ccc(N)cc4)cc(-c4ccc(N)cc4)c3)cc2)cc1,"1,1',1''-(benzene-1,3,5-triyl)tri(4-aminobenzene)",amine,False,0,False,0,3,1,llm,,,,False,True,True,
OCc1c(F)c(F)c(CO)c(F)c1F,"2,3,5,6-tetrafluoro-1,4-benzenedimethanol",other,True,4,False,0,0,1,llm,,,,False,False,False,review
Nc1cc(N)c2c(c1)-c1ccccc1C2,"2,7-diaminofluorene",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=Cc1ccc(C=O)c(OCCc2ccc(C(=O)O)cc2)c1OCCC(=O)O,"4,4'-((2,5-diformyl-1,4-phenylene)bis(oxy))dibutanoic acid",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1ccc(O)c2c1C(=O)c1c(ccc(O)c1N)C2=O,"2,6-diaminoanthraquinone",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1ccc(-c2ncnc(-c3ccc(N)cc3)n2)cc1,"4,4′,4″-(1,3,5-triazine-2,4,6-triyl)trianiline",other,False,0,False,0,2,3,llm,,,,False,True,False,fixed
Nc1ccc(-c2ncc(-c3nc(-c4ccc(N)cc4)nc(-c4ccc(N)cc4)c3-c3ccc(N)cc3)c(-c3ccc(N)cc3)n2)cc1,"2,4,6-tris(4-aminophenyl)-1,3,5-triazine",amine,False,0,False,0,5,1,llm,,,,False,True,True,
Nc1ccc(S(=O)(=O)O)nc1,"2,5-diaminobenzene-1,4-disulfonic acid",amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
O=Cc1ccc2c(c1)C=CC(=O)C2=O,"2,5-divinylterephthalaldehyde",aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
Nc1ccc(N)c(O)c1,"2,5-diaminophenol",amine,False,0,False,0,2,1,llm,,,,False,True,True,
N#CC1=C2C(c3ccccc3)=NSC(c3ccccc3)=C2SN=C1c1ccccc1,"2,6-dicyano-1,3,5,7-tetraphenylbenzo[1,2-d:4,5-d']bis(thiazole)",other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=Cc1cc(F)c(F)c(=O)c(F)c1F,"2,3,5,6-tetrafluoro-1,4-benzenedicarboxaldehyde",aldehyde,True,4,False,1,0,1,llm,,,,True,False,False,fixed
COc1c(C=O)cc(C=O)cc1C=O,"2,4,6-trimethoxy-1,3,5-benzenetricarboxaldehyde",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
Nc1c(F)cccc1-c1ncnc(-c2cccc(F)c2N)n1,"4,4',4''-(1,3,5-triazine-2,4,6-triyl)trianiline",amine,True,2,False,0,2,1,llm,,,,False,True,True,
O=c1oc(=O)c2ccccc2o1,pyromellitic anhydride,other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc2nsnc2c1,"4,7-diamino-2,1,3-benzothiadiazole (BT-H)",aldehyde-amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
Nc1c(F)ccc2nsnc12,"4,7-diamino-5-fluoro-2,1,3-benzothiadiazole (BT-F)",aldehyde-amine,True,1,False,0,1,1,llm,,,,False,True,False,fixed
Nc1c(Cl)ccc2nsnc12,"4,7-diamino-5-chloro-2,1,3-benzothiadiazole (BT-Cl)",aldehyde-amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
Cc1ccc(OCC#Cc2c(O)cccc2C=O)cc1,3-(3-(p-tolyl)prop-2-ynoxy)-2-hydroxybenzaldehyde,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
O=Cc1c(O)cccc1OCC#Cc1ccccc1,3-(3-phenylprop-2-ynoxy)-2-hydroxybenzaldehyde,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
c1ccc(C2CO2)cc1,styrene oxide,other,False,0,False,0,0,1,llm,,,,False,False,False,review
O=CC1=C(C=O)c2c3c(ccc2=C1C=O)=C(C=O)C=C3,pyrene-based aldehyde monomer,aldehyde,False,0,False,4,0,1,llm,,,,True,False,True,
O=Cc1ccc2ccccc2c1,naphthalene-based monomer,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
Nc1ccc([N+](=O)[O-])cc1,PaNO₂,amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,BD(NO₂)₂,amine,False,0,False,0,0,1,llm,,,,False,False,False,review
N#Cc1ccc(N=Nc2ccc(N)cc2)cc1,Azo,other,False,0,False,0,1,1,llm,,,,False,True,False,fixed
Nc1ccc(C2=CC=CC=c3ccc4c(c32)C(c2ccc(N)cc2)=CC=c2ccc3ccccc3c2=4)cc1,"4,4',4'',4'''-(pyrene-1,3,6,8-tetrayl)tetraaniline",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1ccc(-c2nc(N)c(-c3cccc(N)c3)c(-c3ccc(N)cc3)n2)cc1,"4,4',4''-(1,3,5-triazine-2,4,6-triyl)trianiline",amine,False,0,False,0,4,1,llm,,,,False,True,True,
O=CC1=C(C(=O)C2C=CS2)S1,"5,5'-bithiene-2,2'-dicarbaldehyde",aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
Nc1ccc(-c2nc(-c3ccc(N)cc3)nc(-c3cccc(N)c3)n2)cc1,"2,4,6-tris(4-aminophenyl)-1,3,5-triazine",amine,False,0,False,0,3,1,llm,,,,False,True,True,
Nc1ccc(-c2ccc(-c3ccc(N)cc3)nc2)cc1,"2,4,6-tris(4-aminophenyl)pyridine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
[N-]=[N+]=NCCOCCOCC=O,2-(2-azidoethoxy)ethoxyacetaldehyde,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
CCCCOc1ccc(C=O)c(OCCCC)c1C=O,"2,5-dibutoxyterephthalaldehyde",aldehyde,False,0,False,2,0,1,llm,,,,True,False,True,
Nc1ccc(Nc2nc(Nc3ccc(N)cc3)nc(-c3ccc(N)cc3)n2)cc1,"4,4',4''-(1,3,5-triazine-2,4,6-triyl)trianiline",amine,False,0,False,0,7,1,llm,,,,False,True,True,fixed
CCOc1cc(NC(=O)C(=O)NN)ccc1OC(=O)C(=O)NN,"2,5-diethoxyterephthalohydrazide",other,False,0,False,0,0,1,llm,,,,False,False,False,fixed
Ic1ccc(-c2ccc(-c3ccc(I)cc3)c(-c3ccc(I)cc3)c2)cc1,"1,3,5-tris(4-iodophenyl)benzene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccc(-c2ccccc2)c(N)c1,"3,3'-dihydroxybenzidine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1ccc2ccccc2c1N,"1,5-diaminonaphthalene",amine,False,0,False,0,2,2,llm,,,,False,True,True,
Cc1nc(C)c(C)c(C)n1,"2,4,6-三甲基-1,3,5-三嗪 (TMT)",other,False,0,False,0,0,1,llm,,,,False,False,False,review
C=O,formaldehyde (from paraformaldehyde),aldehyde,False,0,False,0,0,1,llm,,,,False,False,False,review
Nc1ccnc(-c2c(-c3ccncc3)ccnc2-c2cccnc2)c1,"1,3,5-tris(4-aminopyridyl)pyridine",amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
NCc1ccc(N)cn1,"2,5-diaminopyridine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=Cc1cccc(-c2ccccc2)c1,"1,3,5-benzenetricarboxaldehyde",aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
NC(=S)Nc1ccc(C(N)=S)cc1,"1,4-phenylenebis(thiourea)",amine,False,0,False,0,4,1,llm,,,,False,True,True,fixed
c1ccc(Nc2nc(Nc3ccccn3)nc(Nc3ccccn3)n2)nc1,"2,4,6-tris(pyridin-2-amino)-1,3,5-triazine",amine,False,0,False,0,6,1,llm,,,,False,True,False,fixed
c1ccc(Nc2cc(Nc3ccccn3)cc(Nc3ccccn3)c2)nc1,"1,3,5-tris(pyridin-2-amino)benzene",amine,False,0,False,0,6,1,llm,,,,False,True,False,fixed
Nc1ccc(F)cc1,4-fluoroaniline,amine,True,1,False,0,1,1,llm,,,,False,True,False,fixed
Nc1ccc(O)cc1,4-aminophenol,amine,False,0,False,0,1,2,llm,,,,False,True,False,fixed
O=Cc1ccc(B(O)O)cc1,4-(dihydroxyboryl)benzaldehyde,aldehyde,False,0,False,1,0,4,llm,,,,True,False,False,fixed
COc1cc(C=O)c(OC)cc1C=O,"2,5-dimethoxybenzene-1,4-dicarboxaldehyde",aldehyde,False,0,False,2,0,22,llm,,,,True,False,True,
O=Cc1ccc2ccc3cccc4ccc1c2c34,pyrene-1-carbaldehyde,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
Nc1ccc2c(c1)C1c3ccc(N)cc3C2c2cc(N)ccc21,triaminotriptycene,amine,False,0,False,0,3,2,llm,,,,False,True,True,
O=C(O)c1ccc2nc(C(=O)O)sc2c1,"1,4-benzothiazole-2,5-dicarboxylic acid",other,False,0,False,0,0,1,llm,,,,False,False,False,review
NNc1ncnc(NN)n1,"2,4,6-trihydrazinyl-1,3,5-triazine",amine,False,0,False,0,0,1,llm,,,,False,False,True,fixed
Nc1ccc(C(c2ccc(N)cc2)C(c2ccc(N)cc2)c2ccc(N)cc2)cc1,"1,1,2,2-tetrakis(4-aminophenyl)ethane",amine,False,0,False,0,4,2,llm,,,,False,True,True,
Nc1cc(N)cc(S(=O)(=O)O)c1,"2,5-diaminobenzene-sulfonic acid",amine,False,0,False,0,2,6,llm,,,,False,True,True,
Nc1cc(S(=O)(=O)O)ccc1-c1ccc(N)c(S(=O)(=O)O)c1,"4,4'-diamino-[1,1'-biphenyl]-3,3'-disulfonic acid",amine,False,0,False,0,2,1,llm,,,,False,True,True,
Nc1ccc2c(ccc3cc(N)ccc32)c1,"pyrene-1,6-diamine",amine,False,0,False,0,2,1,llm,,,,False,True,True,
O=Cc1ccc(O)c(O)c1,protocatechuic aldehyde,aldehyde,False,0,False,1,0,1,llm,,,,True,False,False,fixed
Oc1cccc(O)c1,"1,3-benzenediol",other,False,0,False,0,0,2,llm,,,,False,False,False,review
O=Cc1ccc(-c2ccc3c(-c4ccc(C=O)cc4)cc(-c4ccc(C=O)cc4)cc3c2)cc1,"4,4',4'',4'''-(naphthalene-1,3,5,7-tetrayl)tetrabenzaldehyde",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
Nc1ccc(C(=O)O)cc1,4-aminobenzoic acid,amine,False,0,False,0,1,1,llm,,,,False,True,False,fixed
NN=C(N)N,triaminoguanidine,amine,False,0,False,0,2,1,llm,,,,False,True,True,fixed
Nc1ccc(-c2cc3cc(-c4ccc(N)cc4)c(-c4ccc(N)cc4)cc3cc2-c2ccc(N)cc2)cc1,"1,3,6,8-tetra(4-aminophenyl)pyrene",amine,False,0,False,0,4,1,llm,,,,False,True,True,
O=Cc1ccc(-c2c(F)c(F)c(F)c(F)c2-c2c(F)c(F)c(F)c(F)c2-c2ccc(C=O)cc2)cc1,"4,4'-(octafluorobiphenyl-4,4'-diyl)dibenzaldehyde",aldehyde,True,8,False,2,0,1,llm,,,,True,False,True,
CC(C)(C)OC(=O)Nc1ccc(N)cc1,4-(tert-butoxycarbonylamino)-aniline,amine,False,0,False,0,1,3,llm,,,,False,True,False,fixed
O=Cc1cccc(C=O)n1,"2,6-pyridinedicarboxaldehyde",aldehyde,False,0,False,2,0,2,llm,,,,True,False,True,
Nc1ccc(/C=C(\c2ccc(N)cc2)c2ccc(N)cc2-c2ccc(N)cc2)cc1,"4,4′,4″,4‴-(ethene-1,1,2,2-tetrayl)tetraaniline",amine,False,0,False,0,4,1,llm,,,,False,True,True,
Brc1ccc(Br)cc1,"1,4-dibromobenzene",other,False,0,False,0,0,1,llm,,,,False,False,False,review
NNC(=O)c1ccc(C(=O)NN)cc1,terephthalohydrazide,amine,False,0,False,0,0,3,llm,,,,False,False,True,fixed
N#Cc1cc(C#N)cc(C#N)c1,"1,3,5-tricyanobenzene",other,False,0,False,0,0,2,llm,,,,False,False,False,review
Nc1c(F)c(F)c(F)c(F)c1F,pentafluoroaniline,amine,True,5,False,0,1,1,llm,,,,False,True,False,fixed
O=Cc1ccnc(-c2ccnc(C=O)c2)c1,"[2,2'-bipyridine]-5,5'-dicarbaldehyde",aldehyde,False,0,False,2,0,3,llm,,,,True,False,True,
O=Cc1ccc(Oc2nc(Oc3ccc(C=O)cc3)nc(Oc3ccc(C=O)cc3)n2)cc1,"2,4,6-tris(4-formylphenoxy)-1,3,5-triazine",aldehyde,False,0,False,3,0,1,llm,,,,True,False,True,
